Date,Record Number,Record Type,Description,Project Name,Status,Short Notes
8/20/2019,BCP2019-080623,Building - Construction Permit,"Online Permit - <300K Shingle Re Roof - Remove existing shingle roof and underlayment, replace bad wood as needed, renail deck to FBC, Install peel and stick underlayment (2569) install GAF shingles (10124.1)",Liz Piedra Re Roof,Completed,Roof
8/20/2019,BCP2019-080622,Building - Construction Permit,"Online Permit - <300K SHINGLE RE-ROOF, 22 SQ, 5/12 PITCH, FL10674, FL9777","MARTIN, ERIC SHINGLE RE-ROOF",Completed,Roof
8/20/2019,BCP2019-080621,Building - Construction Permit,Online Permit - Remove and replace fascia and soffitt (Fl23352.1),"Garrity, Chris",Completed,Other
8/20/2019,BCP2019-080620,Building - Construction Permit,"(NON SUB IMPROVEMENT) INT REM BEDROOM, BATHROOM, KITCHEN AND UPDATE ELECTRICAL.","ALLISON, SCOTT",Completed,Remodel
8/20/2019,BCP2019-080617,Building - Construction Permit,"REMODEL, KITCHEN, BEDROOM AND DINING CEILINGS, MASTER BATH CEILING, SHOWER AND PAN IN MASTER BATH, OUTLETS  FOR CEILING FANS. SUBJECT TO FIELD INSPECTIONS","HIBBARD, CAROLA",Completed,Remodel
8/20/2019,BCP2019-080616,Building - Construction Permit,"Online Permit - Install (2) new circuits for mini-split ac's, install new 480V and 120/208V panels and transformer in the passenger elevator machine room, Install (2) new mini-split AC's in machine rooms.  Direct replacement of the following; Automatic transfer switch, light fixtures, receptacles, disconnects, load side conduit/wire in machine room and pit.",EMOD-NCI,Completed,Electrical
8/20/2019,BCP2019-080615,Building - Construction Permit,"INSTALL 6' PVC FENCE, 112 LF",NOVOTNY,Completed,Fence
8/20/2019,BCP2019-080613,Building - Construction Permit,Online Permit - <300K remove and replace 13 sq with peel and stick underlayment and owens corning 30 dimensional shingle antique silver,Roof replacement,Completed,Roof
8/20/2019,BCP2019-080612,Building - Construction Permit,Online Permit - <300K Re-roof flat roof using CERTAINTEED Flintlastic Base and Cap Sheet - FL2533-R23. 6 squares. 0/12 pitch,Tomasoni,Completed,Roof
8/20/2019,BCP2019-080611,Building - Construction Permit,RE-ROOF 20 SQ TIMBERLINE SHINGLES WEATHER WATCH UNDERLAYMENT FL # 10626.1 FL # 10124.1,SHERRY DAY,Completed,Roof
8/20/2019,BCP2019-080610,Building - Construction Permit,"PROVIDE NEW CONCRETE PORCH, EXISTING AND POURING CONCRETE",HEDRICK,Completed,"New Accessory (Shed, Deck)"
8/20/2019,BCP2019-080609,Building - Construction Permit,TEAR OFF RE-ROOF ASPHALT SHINGLES FL # 18355.1,KRISTIAN QELESHI,Completed,Roof
8/20/2019,BCP2019-080608,Building - Construction Permit,"REPLACE 4 WINDOWS, SIZE FOR SIZE, 25% RULE, FL5167.13, FL5177.16, FL15534.2",10618164 GLENDYE,Completed,Replacement
8/20/2019,BCP2019-080607,Building - Construction Permit,INSTALL NEW INGROUND SWIMMING POOL (DECK BY OTHERS) WITH ELECTRIC AND GAS HEATER     POOL BARRIERS TO MEET FBC2017 SECT. 454.2.17  AS SUBMITTED .   Pool body to have engineered plug as submitted .,DUSTIN J DE NUNZIO,Completed,Pool - In Ground
8/20/2019,BCP2019-080606,Building - Construction Permit,"MASTER BATH REMODEL, NEW SHOWER , TUB AND VANITIES (MECHANICAL TRADE ADDED 09/26/2019); KITCHEN REMODEL ADDED PER BCP2019-080606A KITCHEN REMODEL, ADDING HALL BATH SHOWER SURROUND, ADD GUEST BATH TUB SURROUND SFD- non sub alterations","MOULTON, LIZ",Completed,Remodel
8/20/2019,BCP2019-080604,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH APOC SB-1 (FL27076.16), INSTALL GAF TIMBERLINE HD SHINGLES (FL10124). 17.5 SQUARES, 4/12 PITCH, 2 STORY",LENNARTZ RESIDENCE,Completed,Roof
8/20/2019,BCP2019-080602,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH APOC SB-1 (FL27076.16), INSTALL GAF TIMBERLINE HD SHINGLES (FL10124). 17.5 SQUARE, 4/12 PITCH, 1 STORY",LYMAKA RESIDENCE,Completed,Roof
8/20/2019,BCP2019-080601,Building - Construction Permit,PVC FENCE 6 X 154,"CACEROS, RENZO",Completed,Fence
8/20/2019,BCP2019-080596,Building - Construction Permit,"REMOVE AND REPLACE, SIZE FOR SIZE, 5 VINYL SLIDING GLASS DOORS, FL251.10",VIETRI,Completed,Replacement
8/20/2019,BCP2019-080595,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH APOC SB-1 (FL27076.16), INSTALL GAF TIMBERLINE HD SHINGLES (FL10124). 34 SQUARES, 3/12 PITCH, 1 STORY.  T/O MODIFIED ROOF, RE-NAIL DECK TO CODE, INSTALL GAF EVERGUARD EXTREME TPO SYSTEM (FL5293). 8 SQUARES, 0/12 PITCH, 1 STORY",FIRST EVANGELICAL PARSONAGE,Completed,Roof
8/20/2019,BCP2019-080593,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH APOC SB-1 (FL27076.16), INSTALL GAF TIMBERLINE HD SHINGLES (FL10124). 17.5 SQUARES, 4/12 PITCH, 1 STORY",PAPPAS RESIDENCE,Completed,Roof
8/20/2019,BCP2019-080592,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH APOC SB-1 (FL27076.16), INSTALL GAF TIMBERLINE HD SHINGLES (FL10124). 17.5 SQUARES, 4/12 PITCH, 1 STORY",EISEN RESIDENCE,Completed,Roof
8/20/2019,BCP2019-080591,Building - Construction Permit,"HALL BATH, REMODEL, NEW SHOWER PAN, NEW FIXTURES; MASTER BATH, CHANGE OUT VANITY, TOILET; DRYWALL ALL CEILINGS, REPLACE 5 INTERIOR DOORS AND JAMES, PLUMBING/SHOWER PAN 2 TOILETS 2 SINK FAUCETS, ELECTRICAL PLUG AND SWITCH, REPLACE CEILING FANS 3 WIRE MOLD",HALES,Completed,Remodel
8/20/2019,BCP2019-080587,Building - Construction Permit,Online Permit - Change out garage door16x7  FL#15279.145 - Clopay,********,Completed,"Windows, Doors and Garage Doors"
8/20/2019,BCP2019-080586,Building - Construction Permit,Online Permit - Change out garage door16x7  FL#17189.2 - Amarr,Vaughan,Completed,"Windows, Doors and Garage Doors"
8/20/2019,BCP2019-080585,Building - Construction Permit,"44 SQS SHINGLE RE ROOF AND 5 SQS FLAT. FL10674.1, FL19979.1,UNDER FL2569.1","BUTLER, CAROL",Completed,Roof
8/20/2019,BCP2019-080582,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH APOC SB-1 (FL27076.16), INSTALL GAF TIMBERLINE HD SHINGLES (FL10124). 17.5 SQUARES, 4/12 PITCH, 2 STORY",MICELI RESIDENCE,Completed,Roof
8/20/2019,BCP2019-080581,Building - Construction Permit,Online Permit - Relocate meter can to north side of the house (underground) and re-feeding 2 existing interior panels,Frida Wolff,Completed,Electrical
8/20/2019,BCP2019-080580,Building - Construction Permit,Online Permit - INSTALL ROOF MOUNTED SOLAR PV SYSTEM 9.92KW,MARTINEZ - SUNERGY,Completed,Electrical
8/20/2019,BCP2019-060238A,Building - Amendment,PLUMBING ADDITIONAL INFORMATION,RETAIL SHELL,Completed,undefined
8/20/2019,BCP2019-060667A,Building - Amendment,ADD 2 WINDOWS S/S FL # 7058.2,MARK OSSIAN,Completed,undefined
8/19/2019,UNS2019-00034,Building/Enforcement/Unsafe Building/UNS,Carport collapsing,,Owner Repaired,undefined
8/19/2019,SWO2019-08029,Building/Enforcement/Stop Work Order/SWO,"**3X FEE**- Cutting floor joists to install  plumbing. Closed in two windows in kitchen, North and West side of kitchen. Interior remodel started without permit being active.",,Permit Issued,undefined
8/19/2019,SWO2019-08028,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-Interior concrete slab being cut,,No Violation,undefined
8/19/2019,SWO2019-08027,Building/Enforcement/Stop Work Order/SWO,**3X FEE**- MODIFICATION TO SPRINKLER SYSTEM-NO PERMIT,,Complied,undefined
8/19/2019,SWO2019-08026,Building/Enforcement/Stop Work Order/SWO,FENCE INSTALLED-NO PERMIT No Fee per Dana Root,,Complied,undefined
8/19/2019,BCP2019-080572,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Install (1) Trane/Mitsubishi NTXSEL24 / NTXWEL24 2-ton system.  16.00 SEER (Air Handler,Condenser)",HAGEN,Completed,A/C Change Out
8/19/2019,BCP2019-080570,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal Change OutCU# 24AHA448A003AH# FB4CNP048L005KW (Air Handler,Condenser)",Lowenstein,Completed,A/C Change Out
8/19/2019,BCP2019-080569,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - install water heater,Reynolds Water Heater,Completed,Water Heater Change Out
8/19/2019,BCP2019-080560,Building - Over the Counter Permit,Online Permit - Electrical - Replace existing electrical panel (Change Panel Box),Gilkey,Completed,Electrical
8/19/2019,BCP2019-080559,Building - Over the Counter Permit,"Online Permit - A/C Change Out - C/O OF A PAYNE 2.5T SPLIT SYSTEM . PH14NB0300 , FB4CNP030L .","TAYLOR, LAURA",Completed,A/C Change Out
8/19/2019,BCP2019-080556,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal Change-out, Bryant equip., 15.5 seer, 3 ton, horizontal,M#226CNA036M#FX4DNF037AHRI#10487325 (Air Handler,Condenser)",Hood/Ruiz,Completed,A/C Change Out
8/19/2019,BCP2019-080554,Building - Over the Counter Permit,"Online Permit - A/C Change Out - AC CHANGE OUT INSTLLING A 2 TON 14 S/C SPLIT SYSTEM OVER W/HEATER (Air Handler,Condenser)",2745 HAVERHILL,Completed,A/C Change Out
8/19/2019,BCP2019-080549,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO RHEEM 2 TON 15.5 SEER HEAT PUMP SPLIT SYSTEM 5KW (Air Handler,Condenser)","JOHNSON, RENEE",Completed,A/C Change Out
8/19/2019,BCP2019-080544,Building - Over the Counter Permit,Online Permit - A/C Change Out - ECO 15 seer 3 ton Straight cool package unit w 8kw (Package Unit),Bair,Completed,A/C Change Out
8/19/2019,BCP2019-080542,Building - Over the Counter Permit,Online Permit - Electrical - E/C/O OF ELECTRICAL PANEL - UNIT E136,ELLIOT PANEL CHANGE,Completed,Electrical
8/19/2019,BCP2019-080540,Building - Over the Counter Permit,Online Permit - Electrical - E/C/O OF ELECTRICAL PANEL - UNIT D135,ELLIOR PANEL CHANGE,Completed,Electrical
8/19/2019,BCP2019-080539,Building - Over the Counter Permit,Online Permit - Electrical - E/C/O OF ELECTRICAL PANEL - UNIT B117,ELLIOR PANEL CHANGE,Completed,Electrical
8/19/2019,BCP2019-080538,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO RHEEM 3.5 TON 15 SEER HEAT PUMP SPLIT SYSTEM  7KW (Air Handler,Condenser)","AGLEATOS, ZOE",Completed,A/C Change Out
8/19/2019,BCP2019-080535,Building - Over the Counter Permit,Online Permit - Electrical - E/C/O OF ELECTRICAL PANEL - UNIT 236 (See leasing office for access),PANEL CHANGE,Completed,Electrical
8/19/2019,BCP2019-080532,Building - Over the Counter Permit,Online Permit - A/C Change Out - EQUAL CHANGE OUT 3 DAIKIN DUCTLESS MINI SPLIT  WITH NEW ELCTRIC WITH DISCONNECT,JAMIESON,Completed,A/C Change Out
8/19/2019,BCP2019-080531,Building - Over the Counter Permit,"Online Permit - A/C Change Out - REPLACE DUCTWORK ONLY, 4 RETURNS AND 7 SUPPLIES.  NO ELECTRIC REQUIRED",STROM,Completed,A/C Change Out
8/19/2019,BCP2019-080525,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C change out of a 2-ton, 14 SEER split system.A/H model # AWUF250516A, CON model # GSX140241, Heater # 7KW (Air Handler,Condenser)",Zoi Change Out,Completed,A/C Change Out
8/19/2019,BCP2019-080900,Building - Construction Permit,Online Permit - <$300K Re-roof 20SQ Shingle - OC Shasta White FL#10674.1 Mid State UL FL#17401-R4 4/12 Pitch,Justin Becker,Completed,Roof
8/19/2019,BCP2019-080573,Building - Construction Permit,Online Permit - <$300K Remove and replace shingle roof.,Roof Replacement,Completed,Roof
8/19/2019,BCP2019-080571,Building - Construction Permit,REPLACE 2 IMPACT DOORS S/S FL # 21179.2,KRISTIN C HOOD,Completed,Replacement
8/19/2019,BCP2019-080568,Building - Construction Permit,RELOCATE LP GAS TANK & CONNECT TO FIRE PIT,CARLOUEL YACHT CORP,Active,Fuel Tank
8/19/2019,BCP2019-080567,Building - Construction Permit,INSTALL A 6 FT HIGH WOOD FENCE 100 FT IN LENGTH.  GOOD SIDE MUST FACE OUT,DAKOTA REAL ESTATE HOLDINGS LLC,Completed,Fence
8/19/2019,BCP2019-080566,Building - Construction Permit,NEW POOL & PAVER DECK,ANDRE SELEC,Completed,Pool - In Ground
8/19/2019,BCP2019-080565,Building - Construction Permit,INSTALL A 6 FT HIGH WOOD FENCE 12 FT IN LENGTH.  GOOD SIDE MUST FACE OUT.,MICHELLE A STANABLE,Completed,Fence
8/19/2019,BCP2019-080564,Building - Construction Permit,INSTALL A 6 FT HIGH WOOD FENCE 45 FT IN LENGTH.  GOOD SIDE MUST FACE OUT,JEANNE A TALHOUK,Completed,Fence
8/19/2019,BCP2019-080563,Building - Construction Permit,INSTALL A 6 FT HIGH WHITE PVC FENCE 78 FT IN LENGTH,ANNETTE S MAVRES,Completed,Fence
8/19/2019,BCP2019-080562,Building - Construction Permit,Online Permit - main line sewer replacement,Chase,Completed,Other
8/19/2019,BCP2019-080561,Building - Construction Permit,"INTERIOR KITCHEN AND BATHROOM REMODEL WITH PLUMBING AND ELECTRICAL WORK, REMOVE AND REPLACE 7 WINDOWS AND 1 FRONT DOOR SIZE FIR SIZE, FL239.7, FL20468.1 (ADDED LICENSE #EC13009205 on 01/14/2020)",JONES,Completed,Replacement
8/19/2019,BCP2018-120124B,Building - Construction Permit,Online Permit - This plan amendment is solely to change verbiage for the easement to �??24'Access and Utility Easement�?�,Jade Sitework,Completed,Replacement
8/19/2019,BCP2019-080558,Building - Construction Permit,"SCREEN ROOM WITH COMPOSITE ROOF, ADD SLAB WITH FOOTER",STOTTLAR,Completed,"New Accessory (Shed, Deck)"
8/19/2019,BCP2019-080557,Building - Construction Permit,REMOVE AND REPLACE 1 PRE-HUNG DOOR WITH PLASTPRO PRE-HUNG FIBERLGASS IMPACT DOOR FL # 17347.5,WILLIAM HILDEBRAND JR,Completed,Replacement
8/19/2019,BCP2019-080555,Building - Construction Permit,LIKE FOR LIKE A/C UNITS CHANGE OUT (1) 4 TON PACKAGE UNIT WITH ELECTRIC,HOME GOODS,Completed,Replacement
8/19/2019,BCP2019-080553,Building - Construction Permit,REPLACE (3) WINDOWS & (1) DOUBLE DOOR S/S FL1435.5; FL17519.1; FL15037.2,JOSEPH J VRANIC,Completed,Replacement
8/19/2019,BCP2019-080552,Building - Construction Permit,REPLACE (11) WINDOWS S/S FL16735.1; FL13010.4; FL16735.2; FL9520.1,JOHN DEVER JR,Completed,Replacement
8/19/2019,BCP2019-080551,Building - Construction Permit,INTERIOR RENOVATION FL#8394.3,F P III 2363 GULF TO BAY LLC,Completed,Remodel
8/19/2019,BCP2019-080550,Building - Construction Permit,"TEAR OFF, RE-ROOF SHINGLE AND FLAT, RE-NAIL DECKING, FL10124.1, FL15216.1, FL2533.1",FEVOLA,Completed,Roof
8/19/2019,BCP2019-080548,Building - Construction Permit,SFR 3 BED/ 2 BATH/ 2 CAR GARAGE,GAECA HOMES,Completed,New SF Detached
8/19/2019,BCP2019-080547,Building - Construction Permit,INSTALL 20 LF OF SEAWALL.  INSTALL 12 LF OF RETURN WALL.  INSTALL 60 TONS OF RIP RAP,SEMINOLE BOAT RAMP SEAWALL,Completed,Marine
8/19/2019,BCP2019-080546,Building - Construction Permit,"RECOVER ROOF, 3 TABS, FL10674.1",SUTTON,Completed,Roof
8/19/2019,BCP2019-080545,Building - Construction Permit,INSTALL 6' HIGH WOOD FENCE APX 48 LF (GOOD SIDE MUST FACE OUT),PAUL M MANSFELD,Completed,Fence
8/19/2019,BCP2019-080543,Building - Construction Permit,Online Permit -<$300K Remove & replace 31 square Certainteed shingles FL # 5444-R14 and Resisto underlayment FL # 2569-R15 pitch 4/12. Remove debris.,Frye More Haven Reroof,Completed,Roof
8/19/2019,BCP2019-080541,Building - Construction Permit,Online Permit - ECO RHEEM 4 TON 15 SEER HEAT PUMP SPLIT SYSTEM 5KW,"AGELATOS, SOTIRIOS",Completed,A/C Change Out
8/19/2019,BCP2019-080537,Building - Construction Permit,REMOVE & REPLACE 2 DOORS SIZE FOR SIZE --  25% RULE --FL#15225.3,TERRILYNN CSORBA,Completed,Replacement
8/19/2019,BCP2019-080534,Building - Construction Permit,Online Permit - Change out garage door8x7  FL#13521.6 - Amarr,Papagiani,Completed,"Windows, Doors and Garage Doors"
8/19/2019,BCP2019-080533,Building - Construction Permit,Online Permit - Change out garage door16x7  FL#13521.5 - Amarr,Ward,Completed,"Windows, Doors and Garage Doors"
8/19/2019,BCP2019-080530,Building - Construction Permit,Online Permit - GARAGE DOOR REPLACEMENT- SAME SIZE 16X7FL# 8248.10,CHMABERS,Completed,"Windows, Doors and Garage Doors"
8/19/2019,BCP2019-080529,Building - Construction Permit,INSTALL ROOF TOP  PV SOLAR PANELS,"PAZ, DANIEL",Completed,Replacement
8/19/2019,BCP2019-080528,Building - Construction Permit,"Online Permit - <300K tear off and re roof with shingles, dry in secondary water barrierSq 41 slope 4/12PA # Shingles 10124  SWB 17401",Warticki,Completed,Roof
8/19/2019,BCP2019-080527,Building - Construction Permit,"Online Permit - <300K Reroof existing 11 sq7:12 pitchPA FL10124-R20, 10626-R15",Reroof,Completed,Roof
8/19/2019,BCP2019-080526,Building - Construction Permit,SWO2019-08016 TENNANT OFFICE BUILD OUT UNIT C (1 OF 3 UNITS) 731 SF GUR OUT EXTERIOR WALLS FOR INSULATION BUILD OUT LARGER ADA BATH ELECTRIC FROM BOX; NEW HVAC. (ADDED  ER13014824 12/2/2019),706 S FT HARRISON LLC,Completed,Remodel
8/19/2019,BCP2015-11137D,Building - Amendment,FINISHED CONSTRUCTION ELEVATION CERTIFICATE (FOR POOL BATHROOMS),BRIGHTWATER BLUE,Completed,undefined
8/19/2019,BCP2018-120124A,Building - Amendment,Online Permit - Change only to the easement verbiage.,Jade Sitework,Void,undefined
8/18/2019,BCP2019-080524,Building - Construction Permit,Online Permit - REPLACE 4 SGD SIZE FOR SIZE WITH IMPACT. FL251.10,Mary Anne Caddick,Completed,"Windows, Doors and Garage Doors"
8/17/2019,BCP2019-080523,Building - Over the Counter Permit,"Online Permit - A/C Change Out - AC ECO 2.5 TON 14 SEER TEMPSTAR HP HORIZ SPLIT 5KW (Air Handler,Condenser)",AMERMA,Completed,A/C Change Out
8/16/2019,UNS2019-00033,Building/Enforcement/Unsafe Building/UNS,Canopy collapsing and shingled roof collapsing.,,Building Repaired,undefined
8/16/2019,SWO2019-08025,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-OVERHEAD RISER REPLACED WITHOUT PERMIT PER DUKE ENERGY,,Complied,undefined
8/16/2019,BCP2019-080515,Building - Over the Counter Permit,INSTALL 36 VOICE & DATA PLENUM CABLES (REMODEL PERMIT #BCP2019-040537),BATH & BODY WORKS -LOW VOLTAGE (#1026),Expired,Electrical
8/16/2019,BCP2019-080514,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Replacing existing Duct work ONLY, 8 supply ducts",Buckoski,Completed,A/C Change Out
8/16/2019,BCP2019-080512,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out of a 3.5 ton heat pump with 5 kw heat. (Air Handler,Condenser)",Griffiths 2007,Completed,A/C Change Out
8/16/2019,BCP2019-080509,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Mechanical HVAC Equal changeout. 2-ton straight-cool 5kw heater. Air-handler and condenser. (Air Handler,Condenser)",1012 HVAC Change-out,Completed,A/C Change Out
8/16/2019,BCP2019-080506,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out a/c split system 4 tons, 15 seer, 5 kw heat strip (Air Handler,Condenser)",McKenna,Completed,A/C Change Out
8/16/2019,BCP2019-080503,Building - Over the Counter Permit,Online Permit - Electrical - Panel update (Upgrade Service),Bahia,Completed,Electrical
8/16/2019,BCP2019-080498,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal Change OutCU# 25HPN642A003AH# FX4DNF049L004KW (Air Handler,Condenser)",Mclean,Completed,A/C Change Out
8/16/2019,BCP2019-080494,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O OF A 2.5 TON SPLIT SYSTEM (Air Handler,Condenser)",FRATES,Completed,A/C Change Out
8/16/2019,BCP2019-080493,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O OF A SPLIT SYSTEM (Air Handler,Condenser)",AVDIC,Completed,A/C Change Out
8/16/2019,BCP2019-080492,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - REPLACEMENT OF 40 GAL ELEC WATER HEATER - LIKE FOR LIKE,PEROSI,Completed,Water Heater Change Out
8/16/2019,BCP2019-080485,Building - Over the Counter Permit,Online Permit - Gas Water Heater - Replace Gas Heater,Mahoney Heater,Completed,Gas Water Heater
8/16/2019,HOU2019-00113,Building/Enforcement/Housing/HOU,"WATER HEATER LEAKING, CEILING CAVED IN LARGE HOLE, REFRIGERATOR STOPPED WORKING",,No Violation,undefined
8/16/2019,FIR2019-08030,Building - Fire,ADDING A WIRELESS RADIO FOR MONITORING OF AN EXISTING FACP. WORKING UNDER BUILDING PERMIT #BCP2017-12715,MADISON POINT,Completed,Fire Alarm
8/16/2019,FIR2019-08029,Building - Fire,"REPLACEMENT OF LIKE FOR LIKE FIRE PUMP CONTROLLER.  REUSING EXISTING CIRCUITS, WIRING, JUNCTION BOXES AND CONDUIT.",MSB FIRE PUMP CONTROLLER,Completed,Fire Sprinkler
8/16/2019,FIR2019-08028,Building - Fire,ADD/RELOCATE PENDENT SPRINKLERS FOR INTERIOR RENOVATION,ARBOR SHORELINE,Completed,Fire Sprinkler
8/16/2019,BCP2019-080520,Building - Construction Permit,INSTALL PV SOLAR SYSTEM,DOROTHY M STEVENS,Completed,"New Accessory (Shed, Deck)"
8/16/2019,BCP2019-080519,Building - Construction Permit,"REPLACEMENT OF TILE ROOFING WITH NEW UNDERLAYMENT, SHINGLES, AND FLASHING",HENRY JUSTI,Completed,Roof
8/16/2019,BCP2019-080518,Building - Construction Permit,"REMOVAL OF LUMADOME, FRAME CEILING TO ACCOMMODATE FOR NEW LIGHT, FRAMING TO CONSIST OF METAL STUDS, ELECTRICAL TO CONSIST OF MC CABLE AND METAL BOXES, FITTINGS, ETC; APPROX. 32SQ OF DRYWALL",MCGARRY RESIDENCE,Completed,Electrical
8/16/2019,BCP2019-080517,Building - Construction Permit,SWO2019-07020 INSTALL 4' HIGH PVC FENCE 67 LF,STEVE M SCHREPPEL,Completed,Fence
8/16/2019,BCP2019-080516,Building - Construction Permit,REPLACE DRIVEWAY WITH NEW CONCRETE-- SAME FOOTPRINT WITH 3000 PSI WITH FIBER.  FIBER AND WIRE IN APRON.,SHIRLEY ANN GALATAS,Completed,Driveway
8/16/2019,BCP2019-080513,Building - Construction Permit,"Online Permit - Equal change out a/c split system 3 tons, 17 seer, 8 kw heat strip. Electric work is to change out breaker",Walker,Completed,A/C Change Out
8/16/2019,BCP2019-080511,Building - Construction Permit,Online Permit -<$300K Tear off and re-roof install TPO,Alemanda,Completed,Roof
8/16/2019,BCP2019-080510,Building - Construction Permit,FLD2018-03008; CONSTRUCT NEW 34 HOTEL UNITS INCLUDING SWIMMING POOL.  SWIMMING POOL TO BE SEPARATE PERMIT.  Quorum doing plan review. UNIVERSAL ENGINEERING DOING BUILDING TRADE INSPECTIONS. (added license #EC0000782 01/31/20),AVALON CLUB LLC,Active,New Commercial
8/16/2019,BCP2019-080508,Building - Construction Permit,REPLACE 3 WINDOWS S/S FL # 1435.5 FL # 261.1,KEVIN DICKSON,Active,Replacement
8/16/2019,BCP2019-080507,Building - Construction Permit,Online Permit -OVER $300K Re roof60 squares5/12 pitchResisto Underlayment FL2569-R14shingles FL10674-R13Flat roof 8 squaresTPO FL18727-R2,Oak Creek Dr N,Completed,Roof
8/16/2019,BCP2019-080505,Building - Construction Permit,"INSTALL 6' IRON FENCE, 255 LF",SEVEN SISTERS INVESTMENT HOLDINGS LLC,Completed,Fence
8/16/2019,BCP2019-080504,Building - Construction Permit,"INSTALL 6' IRON FENCE, 255 LF",SEVEN SISTERS INVESTMENT HOLDINGS LLC,Completed,Fence
8/16/2019,BCP2019-080502,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH POLYSTICK MTS (FL5259), INSTALL GULF COAST GULF LOK METAL ROOF SYSTEM (FL11651.9). 7.5 SQUARES, 5/12 PITCH, 1 STORY",486 EAST SHORE GARAGE,Completed,Roof
8/16/2019,BCP2019-080501,Building - Construction Permit,SWO2019-07031 INSTALLATION OF 4 ' BLACK CHAIN LINK FENCE,CLEARWATER TRAVEL RESORT,Completed,Fence
8/16/2019,BCP2019-080500,Building - Construction Permit,"Online Permit - Remove old roof and install new shingle roof GAF #1024 SWB #17401 1 Story, 49SQ, 4/12 slope Building 6",Hill Crest Villas Bld 6,Completed,Roof
8/16/2019,BCP2019-080499,Building - Construction Permit,"Online Permit - T/O SHINGLE ROOF, RE-NAIL DECK TO CODE, DRY IN WITH POLYSTICK MTS (FL5259), INSTALL GULF COAST GULF LOK METAL ROOF SYSTEM (FL11651.9). 6 SQUARES, 5/12 PITCH, 1 STORY",490 EAST SHORE GARAGE,Completed,Roof
8/16/2019,BCP2019-080497,Building - Construction Permit,"DEMO EXISTING KITCHEN CABINETS,FLOORS, COUNTERS. REMOVE APPLIANCES. INSTALL NEW CABINETS,MOLDING, TRIM, COUNTERS, SINK. ELECTRICAL-RELOCATE STOVE LINE, ADD RECESS LIGHTING, & CABINET LIGHTS, UPDATE PLUGS TO CODE. PLUMBING REPLACE SHUTOFF VALVE,INSTALL NEW LINES TO SINK & FRIDGE. W/D-NEW EXHAUST LINES,GAS LINES,DRAIN LINES","SIEGEL, RHONDA",Completed,Remodel
8/16/2019,BCP2019-080496,Building - Construction Permit,Online Permit - 3.5 ton 14 seer heat pump split system with equal change out and equal change out ductwork,"Devine, James",Completed,A/C Change Out
8/16/2019,BCP2019-080495,Building - Construction Permit,Online Permit - Like for Like Replacement of 5ton Rooftop Unit(Unit #4)Like for Like Replacement of 6ton Rooftop Unit(Unit #11) Both with curb adapters.  Connect to all existing services.,Clearwater Center,Completed,A/C Change Out
8/16/2019,BCP2019-080491,Building - Construction Permit,"Online Permit - Building 132-134 Shingle Roof Replacement, 56 SQTAMKO shingles FL18355-R4 and Dupont UL FL20876-R1",Royal Breeze 132-134,Completed,Roof
8/16/2019,BCP2019-080490,Building - Construction Permit,"Online Permit - Pool Building Shingle Roof Replacement, 56 SQTAMKO shingles FL18355-R4 and Dupont UL FL20876-R1",Royal Breeze Pool Bldg,Completed,Roof
8/16/2019,BCP2019-080489,Building - Construction Permit,"Online Permit - Building 128-130 Shingle Roof Replacement, 79 SQTAMKO shingles FL18355-R4 and Dupont UL FL20876-R1",Royal Breeze 128-130,Completed,Roof
8/16/2019,BCP2019-080488,Building - Construction Permit,"Online Permit - Building 124-126 Shingle Roof Replacement, 79 SQTAMKO shingles FL18355-R4 and Dupont UL FL20876-R1",Royal Breeze 124-126,Completed,Roof
