Date,Record Number,Record Type,Description,Project Name,Status,Short Notes
4/16/2021,BCP2021-040574,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replaced water heater,Rudolph,Completed,Water Heater Change Out
4/16/2021,BCP2021-040572,Building - Over the Counter Permit,"Online Permit - A/C Change Out - AC Change out (Air Handler,Condenser)",AC Change out,Active,A/C Change Out
4/16/2021,BCP2021-040570,Building - Over the Counter Permit,"REMODEL BATHROOM : INSTALL WALK-IN SHOWER, VANITY AND FLOORING",MARK HORN,Active,Replacement
4/16/2021,BCP2021-040568,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO. Install a new Rheem 2 ton heat pump system with 8 KW heater. SEER 14. M#WH1T2417STANJA & WP1424AJ1NA. (Air Handler,Condenser)",Sunshine APMC,Active,A/C Change Out
4/16/2021,BCP2021-040567,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Johnson Water Heater,Completed,Water Heater Change Out
4/16/2021,BCP2021-040566,Building - Over the Counter Permit,Online Permit - Sewer Repair - Replacement - remove old orange burg pipe and replace with sch-40 pvc,sewer replacement,Completed,Sewer Repair - Replacement
4/16/2021,BCP2021-040562,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO. Install a new Rheem 4 ton heat pump system with 5 KW heater. SEER 15. M#RH1T4821STANJA & RP1548AJ1NA. (Air Handler,Condenser)","Ferris, Sheryl",Active,A/C Change Out
4/16/2021,BCP2021-040558,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C change out - supply and install 2.5 Ton 14 SEER heat pump air conditioner (Air Handler,Condenser)",David A/C install,Active,A/C Change Out
4/16/2021,BCP2021-040557,Building - Over the Counter Permit,INSTALL SECURITY ALARM,3000 GULF TO BAY BLVD,Active,Alarm - Security
4/16/2021,BCP2021-040556,Building - Over the Counter Permit,Online Permit - Electrical - 200A Panel Swap (Change Panel Box),Lesley Balderson Panel,Active,Electrical
4/16/2021,BCP2021-040552,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO 14 SEER 2 TON RA1424BJ1 RF1T2421MTAN 5 KW AHRI 202866861 (Air Handler,Condenser)",CYPRESS,Completed,A/C Change Out
4/16/2021,BCP2021-040548,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - RESIDENTIAL HEATER REPLACEMENT,HEATER CHANGE OUT,Active,Water Heater Change Out
4/16/2021,BCP2021-040536,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL HVAC CHANGE OUT (Air Handler,Condenser)",FISHER,Active,A/C Change Out
4/16/2021,FIR2021-04017,Building - Fire,UNDERGROUND FIRE LINE,SEVILLE SELF STORAGE,In Review,Underground Fire Line
4/16/2021,21TMP-005383,Building - Over the Counter Permit,HVAC ECO 4 ton 16 seer DAIKIN with 10kw heat Outdoor:DZ16TC0481  Indoor:DV61PTCD14,Herron,,
4/16/2021,21TMP-005380,Building - Over the Counter Permit,,,,
4/16/2021,BCP2021-040579,Building - Construction Permit,Online Permit - Replacement of 7 windows and2 doors,8924 Lilly Florida,Received,"Windows, Doors and Garage Doors"
4/16/2021,BCP2021-040578,Building - Construction Permit,Online Permit - Shingle re-roof,8924 Lilly Florida,Received,Roof
4/16/2021,BCP2021-040577,Building - Construction Permit,"Online Permit - R & R 2 SLIDING GLASS DOORS WITH PGT WINGUARD VINYL FRAME, IMPACT GLASS WITH SOLAR BAN 70 LOW E & ARGON GAS. SERIES SGD5570 FL #251.9",MARKETOS,Additional Info Required,"Windows, Doors and Garage Doors"
4/16/2021,BCP2021-040576,Building - Construction Permit,SWO2021-03051 INSTALLING A 6' HIGH PVC/VINYL FENCE,DANIELLE SHOCKEY,Revisions Needed,Fence
4/16/2021,BCP2021-040573,Building - Construction Permit,INSTALL SCREEN ENCLOSURE ON EXISTING SLAB,DUGAN,In Review,"New Accessory (Shed, Deck)"
4/16/2021,BCP2021-040571,Building - Construction Permit,BATHROOM REMODEL,PUCCI,Review Approved,Replacement
4/16/2021,BCP2021-040569,Building - Construction Permit,"Online Permit - Re-roof MH with TPO single ply membrane at Lot # 906, FL12772.1",Re-roof / Marcum,Active,Roof
4/16/2021,BCP2021-040565,Building - Construction Permit,"Online Permit - <300k 30SQ Shingle reroof Tamko (FL18355.1) Self Adhering P+S (FL27152.1), 1 ¼” EG Nails (6)",WORKMAN,Active,Roof
4/16/2021,BCP2021-040564,Building - Construction Permit,Online Permit - CHANGE OUT GARAGE DOOR 16x7 FL#13521.5 AMARR,COX,Active,"Windows, Doors and Garage Doors"
4/16/2021,BCP2021-040563,Building - Construction Permit,Online Permit - installing 222' of 6' high pvc with 1 walk and 1 dd gate,Richard Riesdorph,Completed,Fence
4/16/2021,BCP2021-040561,Building - Construction Permit,Online Permit - Garage Door Replacement - Same Size (9x7) - (FL #8248.6),MOORE,Active,"Windows, Doors and Garage Doors"
4/16/2021,BCP2021-040560,Building - Construction Permit,"Online Permit - INSTALL SHUTTERS WITH ELECTRIC, FL.5790.1",Green,Active,"Windows, Doors and Garage Doors"
4/16/2021,BCP2021-040559,Building - Construction Permit,Online Permit - <300K - Remove and replace shingle roof.,Barbara Zemalkowski,Active,Roof
4/16/2021,BCP2021-040555,Building - Construction Permit,"Online Permit - <300K - Remove existing roof and install shingle roof system16 sqs. 4/12 pitch FL16305, FL2569",Rutledge,Active,Roof
4/16/2021,BCP2021-040554,Building - Construction Permit,Online Permit - <300k Reroof Shingles 5/12 pitch 20 sq FL18355 FL2569,Nash,Completed,Roof
4/16/2021,BCP2021-040553,Building - Construction Permit,"Online Permit - <300K - Remove existing tile roof/ re roof metal FL14083, FL4595TPO Flat roofTotal roof 3396sf",Burns,Active,Roof
4/16/2021,BCP2021-040551,Building - Construction Permit,Online Permit - Kitchen and Guest Bath Remodel,Greco,Revisions Needed,Remodel
4/16/2021,BCP2021-040550,Building - Construction Permit,"Online Permit - <300k, Re roof 30sq with GAF shingles FL10124.1 R-28 and Resisto underlayment FL2569.1 R-21Pitch is 3/12",2415 Timbercrest Cir,Active,Roof
4/16/2021,BCP2021-040549,Building - Construction Permit,KITCHEN REMODEL,PEPPI,Review Approved,Remodel
4/16/2021,BCP2021-040547,Building - Construction Permit,Online Permit - INSTALL SHUTTERS WITH ELECTRIC FL5790.1,Suresh,Active,"Windows, Doors and Garage Doors"
4/16/2021,BCP2021-040546,Building - Construction Permit,Online Permit - Sewer repair and lift station,Whisler,Active,Repair
4/16/2021,BCP2021-040545,Building - Construction Permit,Online Permit - LED WALL,CALVARY CHURCH 2081 C,In Review,New
4/16/2021,BCP2021-040544,Building - Construction Permit,"Online Permit - <300k, Re roof 44sq with GAF shingles FL2569.1 with Resisto underlayment FL10124.1 PITCH IS 4/12",3016 Oak Cove,Active,Roof
4/16/2021,BCP2021-040543,Building - Construction Permit,REMOVE AND REPLACE DRIVEWAY WITH CONCRETE,VAN DYK,In Review,Driveway
4/16/2021,BCP2021-040542,Building - Construction Permit,Online Permit - REMOVE & REPLACE WINDOWS; SIZE FOR SIZE.,KOSEK LIVING,Active,"Windows, Doors and Garage Doors"
4/16/2021,BCP2021-040541,Building - Construction Permit,Online Permit - Mount pool solar panels flat to roof pitch. NO ELECTRIC,Pool Solar-Bailey,Active,Other
4/16/2021,BCP2021-040540,Building - Construction Permit,Online Permit -<300k Tear off and re-roofshingles and peel and stick,2476 oAKLEAF,Active,Roof
4/16/2021,BCP2021-040539,Building - Construction Permit,REPLACEMENT OF 10 WINDOWS AND TWO SETS OF SLIDING GLASS DOORS. ALL WINDOWS AND DOORS ARE BEING REPLACED SIZE FOR SIZE.  FL #17234.1  FL# 13241.1 IS BEING PROTECTED WITH PLYWOOD,JAMES ZERVIOS,Active,Replacement
4/16/2021,BCP2021-040538,Building - Construction Permit,Online Permit - Change out 4-ton split system in the clubhouse/laundry utility closet.,Far Horizon,Active,A/C Change Out
4/16/2021,BCP2021-040537,Building - Construction Permit,Online Permit - Add 3@ three ton ductless lg mini splits to replace ducted systems that were removed from previous owner,storage,Active,A/C Change Out
4/16/2021,BCP2021-040535,Building - Construction Permit,WATERPROOFING BALCONIES AFTER REMOVING EXISTING COATING,JOHN M SEIDL,Active,Replacement
4/16/2021,BCP2021-040534,Building - Construction Permit,Online Permit - Replace (1) Existing Garage Door with a FL Approved Door.Size:16 X 7 FL#:14170.22,WRIGHT/727-667-6272,Active,"Windows, Doors and Garage Doors"
4/16/2021,BCP2020-080626C,Building - Amendment,CHANGES IN ELEVATIONS.,WALMART #2081,Revisions Needed,undefined
4/16/2021,BCP2020-020372B,Building - Amendment,EXTENDING PAVERS ON RIGHT SIDE OF STRUCTURE,KATHLEEN F SULLIVAN,Completed,undefined
4/15/2021,UNS2021-00005,Building/Enforcement/Unsafe Building/UNS,Vehicle struck condo wall.,,Active,undefined
4/15/2021,BCP2021-040532,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Supply and install LG mini split (Air Handler,Condenser)",Shaffer mini split,Active,A/C Change Out
4/15/2021,BCP2021-040530,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C EQUAL CHANGEOUT: 2.0 TON STRAIGHT COOL VERTICAL, THRU THE WALL, A/C SYSTEM WITH HEAT STRIP (Air Handler,Condenser)","Deegan, Tom",Active,A/C Change Out
4/15/2021,BCP2021-040529,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C EQUAL CHANGEOUT: 1.5 TON STRAIGHT COOL VERTICAL, THRU THE WALL, A/C SYSTEM WITH HEAT STRIP (Air Handler,Condenser)","Medina, Nella",Active,A/C Change Out
4/15/2021,BCP2021-040528,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C EQUAL CHANGEOUT: 1.5 TON STRAIGHT COOL VERTICAL, THRU THE WALL, A/C SYSTEM WITH HEAT STRIP (Air Handler,Condenser)","Postic, Alan",Active,A/C Change Out
4/15/2021,BCP2021-040527,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C EQUAL CHANGEOUT: 2.0 TON STRAIGHT COOL VERTICAL, THRU THE WALL, A/C SYSTEM WITH HEAT STRIP (Air Handler,Condenser)","Campbell, Theresa",Active,A/C Change Out
4/15/2021,BCP2021-040526,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C EQUAL CHANGEOUT: 2.0 TON STRAIGHT COOL VERTICAL, THRU THE WALL, A/C SYSTEM WITH HEAT STRIP (Air Handler,Condenser)","Eppler, Mary",Active,A/C Change Out
4/15/2021,BCP2021-040525,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C EQUAL CHANGEOUT : 1.5 TON STRAIGHT COOL VERTICAL, THRU THE WALL, A/C SYSTEM, WITH HEAT STRIP (Air Handler,Condenser)","Kulesa, Teri",Active,A/C Change Out
4/15/2021,BCP2021-040524,Building - Over the Counter Permit,Online Permit - Electrical - Replace existing 150A Challenger panel with new 150A GE Panel (Change Panel Box),Panel Change,Completed,Electrical
4/15/2021,BCP2021-040520,Building - Over the Counter Permit,"Online Permit - A/C Change Out - 2.5 TON 16 SEER HEAT PUMP SPLIT (Air Handler,Condenser)",HVAC REPLACEMENT,Active,A/C Change Out
4/15/2021,BCP2021-040519,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E/C/O 5TON H/P SPLIT SYSTEM - RP1460BJ1NA - RH1T6024STANJA - 5 KW - 14 SEER (Air Handler,Condenser)",Smith,Active,A/C Change Out
4/15/2021,BCP2021-040515,Building - Over the Counter Permit,"Online Permit - Gas Line - Run gas line from meter to tankless, range and grill.",joe,Active,Gas Line
4/15/2021,BCP2021-040509,Building - Over the Counter Permit,Online Permit - Cut and Cap - CUT & CAP,GLEN ELLEN,Active,Cut and Cap
4/15/2021,BCP2021-040508,Building - Over the Counter Permit,Online Permit - Cut and Cap - CUT & CAP,GLEN ELLEN,Active,Cut and Cap
4/15/2021,BCP2021-040506,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out 2 ton 14 seer heat pump split system with5kw heat (Air Handler,Condenser)",Gay,Active,A/C Change Out
4/15/2021,BCP2021-040505,Building - Over the Counter Permit,"Online Permit - A/C Change Out - E\C\O - Install a Amana 2.5 Ton 16 Seer Condenser (ASZ160301) & Air Handler (ASPT37C14) with 10KW Heater, Thermostat, Mastic and Locking Caps. (Horz Attic) AHRI # 8331308 (Air Handler,Condenser)",Rizzo,Active,A/C Change Out
4/15/2021,BCP2021-040504,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Johnson Water Heater,Active,Water Heater Change Out
4/15/2021,BCP2021-040502,Building - Over the Counter Permit,"Online Permit - A/C Change Out - 3 TON 16 SEER HEAT PUMP SPLIT (Air Handler,Condenser)",HVAC REPLACEMENT,Active,A/C Change Out
4/15/2021,BCP2021-040500,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO of 3 ton 15.25 SEER AC system (Air Handler,Condenser)",Natale AC Changeout,Active,A/C Change Out
4/15/2021,BCP2021-040497,Building - Over the Counter Permit,"Online Permit - A/C Change Out - AC change outInstalling:RP1430AJ1NARH1T3617STANJA (Air Handler,Condenser)",AC change out,Active,A/C Change Out
4/15/2021,BCP2021-040496,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - REPLACE ELECTRIC WATER HEATER ON SHELF,LAMONT,Active,Water Heater Change Out
4/15/2021,BCP2021-040495,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Battle Water Heater,Completed,Water Heater Change Out
4/15/2021,BCP2021-040488,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Swapping out heater,Hot water heater,Completed,Water Heater Change Out
4/15/2021,BCP2021-040481,Building - Over the Counter Permit,"Online Permit - A/C Change Out - ECO- Trane XR14 2ton heat pump system 14 SEER with 10kw heaterA/H - TEM6A0B24Cond- 4TWR4024AHRI#8938849 (Air Handler,Condenser)",Boudreault,Active,A/C Change Out
4/15/2021,BCP2021-040480,Building - Over the Counter Permit,PERMIT TO INSTALL A LAWN WATER METER WITH A FIT STANDARD HOSE AND BE PLACED SOUTH OF AN EXISTING RECLAIMED WATER BOX THAT HAS NO METER,ELLEN L ARSOVE,Active,Water Service
4/15/2021,BCP2021-040478,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal change out 2 ton 14 seer straight cool split system with 8kw heat (Air Handler,Condenser)",Pearson,Active,A/C Change Out
4/15/2021,BCP2021-040476,Building - Over the Counter Permit,"Online Permit - A/C Change Out - Equal A/C replacement  cond and Air handler (Air Handler,Condenser)",A/C Repl,Completed,A/C Change Out
4/15/2021,21TMP-005356,Building - Over the Counter Permit,New Water Meters,GTB Water Meters,,
4/15/2021,21TMP-005334,Building - Construction Permit,,,,
4/15/2021,21TMP-005316,Building - Over the Counter Permit,LED WALL,CALVARY CHURCH 2081 C,,
4/15/2021,21TMP-005282,Building - Construction Permit,Demolition and New stairs,511 Phoenix Avenue Stair Repairs,,
4/15/2021,21TMP-005278,Building - Over the Counter Permit,Shingle / Flat tie-in repair and 4ft off ridge vent replacement,Blanco,,
4/15/2021,21TMP-005277,Building - Over the Counter Permit,Sales & Service,Office Space,,
4/15/2021,21TMP-005270,Building - Over the Counter Permit,Installing 40-50 cat5e and fiber cables,Wal-Mart,,
4/15/2021,BCP2021-040618,Building - Construction Permit,"Online Permit - PER MARIO:INSTALLIN ALUMINUM COIL .024 PAINTED CUSTOM BENT FASCIA OVER EXISTING WOOD FASCIA, THIS DECORATIVE ONLY AND NOT STRUCTUAL.  THE CUSTOM BENT ALUMINUM IS PLACED OVER THE WOOD AND THEN NAILED WITH ALUMINUM PAINTED TRIM NAILS APPROX EVERY 2 FEET.  THE ALUMINUM FASCIA IS BEHIND THE GUTTERS WHERE GUTTERS ARE PRESENT",James Chauncey,Active,Other
4/15/2021,BCP2021-040581,Building - Construction Permit,Online Permit - pipe from existing riser to BBQ grill and connect.,Utopia condo,Revisions Needed,Other
4/15/2021,BCP2021-040533,Building - Construction Permit,Online Permit -  Existing partial roof replacement and new canopy addition to the existing single family home.,Outdoor Cabana,Additional Info Required,Roof
4/15/2021,BCP2021-040523,Building - Construction Permit,"Online Permit - Remodel;  Kitchen, cabinets, countertops, lighting, flooring, paint",Lauren N. Cox,Active,Remodel
4/15/2021,BCP2021-040522,Building - Construction Permit,REROOF FL10124.1; FL4911.1,"SHACKELFORD, MELVIN LEE",Active,Roof
4/15/2021,BCP2021-040521,Building - Construction Permit,Online Permit - Install 100' of 6' high wood fence. (good side faces out),Kevin Luna,Completed,Fence
4/15/2021,BCP2021-040518,Building - Construction Permit,Online Permit - Install new 16k boat lift. Remove tie poles,Johnston,Additional Info Required,New
4/15/2021,BCP2021-040517,Building - Construction Permit,Online Permit - SWO2021-03047 - <300K - Tear off and reroof.Flat: 20 SQ Modified System FL 2533.,Angelina Zacconi,Active,Roof
4/15/2021,BCP2021-040516,Building - Construction Permit,Online Permit - SOLAR PV INSTALLATION WITH MAIN PANEL UPGRADE 27 MODULES,TSP71741,Revisions Needed,Solar / Photovoltaic
4/15/2021,BCP2021-040514,Building - Construction Permit,REMOVE AND DISPOSE OF EXISTING HOUSE STRUCTURE INCLUDING CONCRETE SLAB,ELEVATE SAFEPOINT LLC,Revisions Needed,Demo - Building
4/15/2021,BCP2021-040513,Building - Construction Permit,REPLACE DEFECTIVE 2000 GAL. GREASE TRAP WITH 2 NEW 1250 GAL. GREASE TRAPS. WILL TIE INTO EXISTING PLUMBING.,HARBOR WOOD CARE CTR,Revisions Needed,Replacement
4/15/2021,BCP2021-040512,Building - Construction Permit,Online Permit - Installing 40-50 cat5e and fiber cables,Wal-Mart,In Review,Electrical
4/15/2021,BCP2021-040511,Building - Construction Permit,"REMOVE AND DISPOSE OF EXISTING HOUSE STRUCTURE INCLUDING CONCRETE SLAB, INCLUDING DETACHED GARAGE",ELEVATE SAFEPOINT LLC,Revisions Needed,Demo - Building
4/15/2021,BCP2021-040507,Building - Construction Permit,Online Permit - demolition and new stairs,511 Phoenix Avenue Stair Repairs,In Review,Remodel
4/15/2021,BCP2021-040503,Building - Construction Permit,Online Permit - Installation of 27 roof-mounterd solar pv modules,Solar PV Install,Revisions Needed,Solar / Photovoltaic
4/15/2021,BCP2021-040501,Building - Construction Permit,REMOVE AND DISPOSE OF EXISTING HOUSE STRUCTURE INCLUDING CONCRETE SLAB TOTAL SQUARE FOOTAGE 3176,ELEVATE SAFEPOINT LLC,In Review,Demo - Building
4/15/2021,BCP2021-040499,Building - Construction Permit,INSTALL VINYL FENCE PANEL 6FT HIGH AND 237 LF.,NINOSHKA MARRERO,Revisions Needed,Fence
4/15/2021,BCP2021-040494,Building - Construction Permit,Online Permit - Remove existing concrete driveway and replace with brick pavers,Monche,Revisions Needed,Other
4/15/2021,BCP2021-040493,Building - Construction Permit,Online Permit - <300k COMPLETE RE-ROOFREPLACE EXISTING 25SQ 4/12 7SQ FLATATLAS SHINGLE FL16305-R9ATLAS UNDERLAYMENT FL16226-R5MOD BIT FL10497-R7,ROOF REPLACEMENT,Active,Roof
4/15/2021,BCP2021-040492,Building - Construction Permit,INSTALLATION OF A  12 x 20 ARROW ASPEN GARAGE,ABRAHAM H GOMEZ,In Review,"New Accessory (Shed, Deck)"
4/15/2021,BCP2021-040491,Building - Construction Permit,INSTALL NEW ROOF FL # 10626.1 UNDERLAYMENT  FL # 10124.1 SHINGLES,BRYAN L MAURHOFF,Active,Roof
4/15/2021,BCP2021-040490,Building - Construction Permit,"Online Permit - <300K - remove existing and install new flat, 7sq, FL16709-R7, Certainteed underlay FL9777-R14","Swan,Francis",Additional Info Required,Roof
4/15/2021,BCP2021-040487,Building - Construction Permit,"Online Permit - <300K, Repair 12ft of shingle / flat tie-in, FL11288	FL 2533 	FL10124",Blanco,Active,Repair
4/15/2021,BCP2021-040486,Building - Construction Permit,Online Permit - Demo 1 Story Convenient StoreDemo 2- Two Story Apartments,Mandalay Demo,In Review,Demolition
4/15/2021,BCP2021-040485,Building - Construction Permit,Online Permit - Install 22 kw generator onto pre poured pad with 1 150 amp transfer switch. Connect to 1 120 gallon propane tank above ground. Shielded by bushes.,"Rossi, Antonio",Active,Generator
4/15/2021,BCP2021-040484,Building - Construction Permit,Online Permit - Replace (2) rooftop package HVAC units with (2) new like-for-like rooftop package units.,Hampton's at Clearwater - RTU Replacement,Additional Info Required,A/C Change Out
4/15/2021,BCP2021-040483,Building - Construction Permit,"INSTALL APPROX. 310 LF OF NEW VINYL SEAWALL WITHIN ONE FOOT WATERWARD OF EXISTING SEAWALL. NEW SEAWALL ELEVATION WILL BE RAISED 12"" ABOVE EXISTING WALL TO MATCH NEIGHBORS SEAWALL ELEVATION.",GARY H BAKER,Revisions Needed,Marine
4/15/2021,BCP2021-040477,Building - Construction Permit,Online Permit - RE-ROOF FLAT ROOF W/GAF TPO SYSTEM (FL5293-R43)  24 SQUARES  AND MANSARD WALL AREA W/OC PEEL & STICK (FL9777-R13) AND GAF SHINGLES (FL10124-R25 8 SQUARESNorte to contractor: Please going forward mark the roof type selection on the cover of the product approval and also within the product approval thank you.,SUNSET GRILL,Active,Roof
4/15/2021,AMD2021-04128,Building - Plan Amendment Application (Online),Online Permit - Remove and Replace siding with Hardi siding individual shake Fl product approval #FL13192,SHALULY -- Plan Amendment(BCP2020-100816),Received,Repair
4/15/2021,BCP2020-100646A,Building - Plan Amendment Application (Online),Online Permit - Revised plans for panel layout,1989 Radcliffe Drive East -- Plan Amendment(BCP2020-100646),Completed,Solar / Photovoltaic
4/15/2021,AMD2021-04125,Building - Plan Amendment Application (Online),Online Permit - SHINGLE RE-ROOF 25 SQ 4:12 PICTH,BETTY LN -- Plan Amendment(BCP2021-030938),Received,Roof
4/14/2021,SWO2021-04018,Building/Enforcement/Stop Work Order/SWO,***3X FEE*** RIPPING UP CONCRETE AND REPLACING PIPES UNDER PARKING LOT. ALSO DOING LOTS OF ROOM RENOVATIONS WITH SEVERAL WORKMEN ON SCENE DAILY. CONVERTED 3RD FLOOR TO SINGLE FAMILY HOUSING WITH WALLS REMOVED,SUPER 8 MOTEL,No Violation,undefined
4/14/2021,SWO2021-04017,Building/Enforcement/Stop Work Order/SWO,**3X FEE**-INTERIOR REMODEL-NO PERMIT,,Received,undefined
4/14/2021,SWO2021-04016,Building/Enforcement/Stop Work Order/SWO,"***3X FEE*** NEW ROOF INSTALLED 4/10/21, AND THE DOCK IN THE BACK IN BEING REPAIRED WHILE THEIR PERMIT, BCP2021-040095 IS IN THE STATUS OF ""REVISIONS NEEDED"" AND THE WORK HAS CONTINUED. CITS COMPLAINT #9859978",,Received,undefined
4/14/2021,BCP2021-040472,Building - Over the Counter Permit,Online Permit - A/C Change Out - e.c.o.  2 ton 14 seer daikin gas pkg unit (Package Unit),brown,Active,A/C Change Out
4/14/2021,BCP2021-040470,Building - Over the Counter Permit,REPLACE DAMAGED CONDUIT GOING THROUGH ROOF TO A/C UNITS & RECONNECT TO A/C EQUIPMENT,ADVANCED CARE CENTER,Active,Electrical
4/14/2021,BCP2021-040468,Building - Over the Counter Permit,Online Permit - Sewer Repair - Replacement - whole house 2 bath repipe - install new water service from meter to house  - install (2) tub and shower valves,Drayton Repipe,Active,Sewer Repair - Replacement
4/14/2021,BCP2021-040465,Building - Over the Counter Permit,"Online Permit - A/C Change Out - CHANGE OUT OF A 3 TON SPLIT SYSTEM WITH A 4 SEER AND A 5 KW.COND. MODEL# GSZ140361A/H MODEL # ARUF37D14 (Air Handler,Condenser)",NORMA HESSEGRAVE,Active,A/C Change Out
4/14/2021,BCP2021-040463,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - Replacing Gas heater,Gas Heater Replacement,Completed,Water Heater Change Out
4/14/2021,BCP2021-040460,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C Equal Change out - New 3.5 Ton 15 Seer CarrierModel #CU: 25HBC542AP03AH: FX4DNF043L00 (Air Handler,Condenser)",A/C Equal Change Out,Completed,A/C Change Out
4/14/2021,BCP2021-040449,Building - Over the Counter Permit,Online Permit - A/C Change Out - Equal change out 2.5-ton s/c 14 seer brand Goodman (Package Unit),"2,5 ton S/C 14 seer",Completed,A/C Change Out
4/14/2021,BCP2021-040442,Building - Over the Counter Permit,"Online Permit - A/C Change Out - HVAC EQUAL DUCTWORK (Air Handler,Condenser)",1317 MARY L,Active,A/C Change Out
4/14/2021,BCP2021-040441,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL CHANGE OUT, NO ELECTRIC, 2 TON CONDENSER AND AIR HANDLER, 14.5 SEER, 5KW. (Air Handler,Condenser)",MOUNTAIN WEST,Active,A/C Change Out
4/14/2021,BCP2021-040440,Building - Over the Counter Permit,"Online Permit - A/C Change Out - EQUAL CHANGE OUT NO ELECTRIC, 3.5 TON CONDENSER & AIR HANDLER, 15 SEER, 10 KW. (Air Handler,Condenser)",MCNUTT,Active,A/C Change Out
4/14/2021,BCP2021-040439,Building - Over the Counter Permit,Online Permit - Water Heater Change Out - replace water heater,Commons Water Heater,Active,Water Heater Change Out
4/14/2021,BCP2021-040437,Building - Over the Counter Permit,"Online Permit - A/C Change Out - C/O Install 4 T St/Cool Tempstar 14 Seer Split SystemVertical A/H w/7.5 kw heater. (Air Handler,Condenser)",Magnie,Active,A/C Change Out
4/14/2021,BCP2021-040435,Building - Over the Counter Permit,"Online Permit - Electrical - Using existing power at slip, wire for and install a 30 amp 120 volt GFCI protected cradle boat lift. (Add Outlets/Circuits)",Bond,Completed,Electrical
4/14/2021,BCP2021-040432,Building - Over the Counter Permit,"Online Permit - A/C Change Out - 2.5 TON 16 SEER HEAT PUMP SPLIT (Air Handler,Condenser)",HVAC REPLACEMENT,Completed,A/C Change Out
4/14/2021,BCP2021-040431,Building - Over the Counter Permit,"Online Permit - A/C Change Out - * BUILDING 4 UNIT 11 *EQUAL CHANGE OUT OF A BRYANT CONDENSER MODEL # BA14NA03000G & PAYNE AIR HANDLER MODEL # FB4CNF030L00 (Air Handler,Condenser)",Soule Equal Change Out,Active,A/C Change Out
4/14/2021,BCP2021-040430,Building - Over the Counter Permit,"Online Permit - A/C Change Out - A/C equal change out (Air Handler,Condenser)",Toni,Active,A/C Change Out
4/14/2021,21TMP-005256,Building - Over the Counter Permit,"sub panel change, replace outside sub panel burnt buss voltage loss",sub panel change,,
4/14/2021,21TMP-005239,Building - Plan Amendment Application (Online),,Bauer Sheldon,,
4/14/2021,21TMP-005196,Building - Construction Permit,"Renovating existing Town Hall, Occupancy Group A into new Fitness Room Occupancy Group A; combing existing Salon Occupancy Group B with adjacent abandoned space. Construct new attached Town Hall  and Wellness Center.",Regency Oaks Town Hall and Wellness Expansion,,
4/14/2021,BCP2021-040531,Building - Construction Permit,Online Permit - Roof replacement with a Carlisle TPO single ply roof system fully adhered over tapered insulation. FL14083,2077 Sunnydale Blvd,Active,Roof
4/14/2021,BCP2021-040489,Building - Construction Permit,"Online Permit - Roof over existing modified roof with a tapered system and torch modified roof system.  80 sqs.  FL17084, FL5968 note to roofer: please indicate on the cover of the product approval as well as within your selection  thank you",New Destiny,Active,Roof
4/14/2021,BCP2021-040475,Building - Construction Permit,"Online Permit - <300K - Replacement of 25 Squares of roofing shingles at 3/12 pitch. FL10124, FL2569",Reroof,Active,Roof
4/14/2021,BCP2021-040474,Building - Construction Permit,Online Permit - INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PV SYSTEM 31 modules,MCLAUGHLIN,Active,Solar / Photovoltaic
4/14/2021,BCP2021-040473,Building - Construction Permit,Online Permit - INSTALL RESIDENTIAL ROOF MOUNTED SOLAR PV SYSTEM 34 modules,MILLHEIM,Active,Solar / Photovoltaic
